transactie_id,datum,ministerie,categorie,leverancier,begroot_bedrag,werkelijk_bedrag,betaalstatus,inkoopmethode,factuurnummer,omschrijving
TRX-007337,2026-12-26,Ministerie van Economische Zaken,Inkoop,SecureIT Nederland,5544.07,4805.88,Betaald,Enkelvoudig onderhands,INV-2026-007337,Dienstverlening
TRX-006438,2026-11-29,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Publieke Diensten BV,1250.38,1236.15,Openstaand,Raamovereenkomst,INV-2026-006438,Cloudhosting
TRX-006137,2026-09-22,Ministerie van Infrastructuur en Waterstaat,Advies,GovTech Nederland,8460.49,9345.84,Betaald,Raamovereenkomst,INV-2026-006137,Juridisch advies
TRX-002648,2026-07-10,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,CloudWorks BV,944.63,1133.35,Betaald,Raamovereenkomst,INV-2026-002648,Materiaalinkoop
TRX-001778,2026-05-17,Ministerie van Infrastructuur en Waterstaat,Huisvesting,Nationale Services,6197.14,5824.46,Betaald,Raamovereenkomst,INV-2026-001778,Kantoorhuur
TRX-003835,2026-11-16,Ministerie van Financiën,Huisvesting,Infra Solutions,17410.36,18191.97,Betaald,Meervoudig onderhands,INV-2026-003835,Kantoorhuur
TRX-000584,2026-04-08,Ministerie van Infrastructuur en Waterstaat,Advies,SecureIT Nederland,1299.04,1536.72,Openstaand,Aanbesteding,INV-2026-000584,Strategisch advies
TRX-006776,2026-05-11,Ministerie van Economische Zaken,Onderzoek,DataSoft BV,4344.98,3602.74,Betaald,Meervoudig onderhands,INV-2026-006776,Dataonderzoek
TRX-000126,2026-10-21,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,CloudWorks BV,2620.83,2040,Openstaand,Raamovereenkomst,INV-2026-000126,Hardware en werkplekken
TRX-003255,2026-09-19,Ministerie van Infrastructuur en Waterstaat,ICT,Onderzoek & Advies BV,2928.52,2760.84,Betaald,Aanbesteding,INV-2026-003255,Hardware en werkplekken
TRX-004563,2026-01-04,Ministerie van Economische Zaken,Onderzoek,Insight Partners,1442.95,1381.72,Betaald,Meervoudig onderhands,INV-2026-004563,Beleidsonderzoek
TRX-001891,2026-08-10,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,SecureIT Nederland,8850.07,11300.8,Betaald,Meervoudig onderhands,INV-2026-001891,Cloudhosting
TRX-006644,2026-05-05,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,SecureIT Nederland,18497.42,22178.92,Openstaand,Aanbesteding,INV-2026-006644,Cybersecuritydiensten
TRX-004901,2026-06-04,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,Infra Solutions,6033.14,4317.04,Betaald,Aanbesteding,INV-2026-004901,Softwarelicenties
TRX-002432,2026-02-05,Ministerie van Infrastructuur en Waterstaat,ICT,SecureIT Nederland,10263.61,12313.03,Betaald,Raamovereenkomst,INV-2026-002432,Cybersecuritydiensten
TRX-001062,2026-12-03,Ministerie van Sociale Zaken en Werkgelegenheid,Onderzoek,GovTech Nederland,14628.29,12960.93,Betaald,Enkelvoudig onderhands,INV-2026-001062,Beleidsonderzoek
TRX-004742,2026-06-15,Ministerie van Financiën,ICT,GovTech Nederland,617.29,493.33,Betaald,Meervoudig onderhands,INV-2026-004742,Cloudhosting
TRX-004507,2026-06-20,Ministerie van Financiën,Reizen,Infra Solutions,3634.63,-3162.34,Betaald,Aanbesteding,INV-2026-004507,Internationale reis
TRX-005719,2026-09-23,Ministerie van Economische Zaken,Inkoop,Infra Solutions,8301.14,7093.95,Betaald,Aanbesteding,INV-2026-005719,Materiaalinkoop
TRX-004136,2026-07-06,Ministerie van Infrastructuur en Waterstaat,ICT,Delta Consulting,1822.43,1761.84,Betaald,Meervoudig onderhands,INV-2026-004136,Cybersecuritydiensten
TRX-001671,2026-07-21,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Inkoop,Publieke Diensten BV,2065.79,2138.61,Geannuleerd,Meervoudig onderhands,INV-2026-001671,Algemene inkoop
TRX-002443,2026-02-21,Ministerie van Economische Zaken,Inkoop,Infra Solutions,2075.08,2120.57,Betaald,Raamovereenkomst,INV-2026-002443,Materiaalinkoop
TRX-001787,2026-01-14,Ministerie van Financien ,ICT,Nationale Services,2077.55,2170.24,Betaald,Raamovereenkomst,INV-2026-001787,Cloudhosting
TRX-001059,2026-04-01,Ministerie van Economische Zaken,ICT,DataSoft BV,3731.89,3148.92,Betaald,Raamovereenkomst,INV-2026-001059,Cybersecuritydiensten
TRX-000615,2026-01-19,Ministerie van Economische Zaken,Advies,Publieke Diensten BV,2806.8,2057.05,Betaald,Enkelvoudig onderhands,INV-2026-000615,Organisatieadvies
TRX-006301,2026-01-28,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Inkoop,Insight Partners,5447.36,6414,Betaald,Raamovereenkomst,INV-2026-006301,Materiaalinkoop
TRX-004882,2026-07-28,Ministerie van Infrastructuur en Waterstaat,Inkoop,Onderzoek & Advies BV,3727.18,4035.46,Openstaand,Enkelvoudig onderhands,INV-2026-004882,Algemene inkoop
TRX-007469,2026-02-23,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Huisvesting,NA,11031.27,10579.98,Betaald,Raamovereenkomst,INV-2026-007469,Facilitaire diensten
TRX-000734,2026-09-12,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Publieke Diensten BV,1433.56,1744.45,Betaald,Aanbesteding,INV-2026-000734,Hardware en werkplekken
TRX-001169,2026-12-11,Ministerie van Economische Zaken,Personeel,Insight Partners,10210.38,7740.34,Openstaand,Enkelvoudig onderhands,INV-2026-001169,Opleiding en training
TRX-004394,2026-09-07,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Inkoop,Onderzoek & Advies BV,1421.01,1872.55,Betaald,Aanbesteding,INV-2026-004394,Kantoorartikelen
TRX-004876,2026-03-28,Ministerie van Sociale Zaken en Werkgelegenheid,Onderzoek,SecureIT Nederland,8619.9,6736.06,Betaald,Enkelvoudig onderhands,INV-2026-004876,Dataonderzoek
TRX-007100,2026-07-24,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,CloudWorks BV,2466.82,2593.36,Betaald,Aanbesteding,INV-2026-007100,Facilitaire diensten
TRX-002011,2026-02-22,Ministerie van Financiën,Onderzoek,Delta Consulting,1278.04,1199.03,Betaald,Raamovereenkomst,INV-2026-002011,Evaluatieonderzoek
TRX-005517,2026-12-06,Ministerie van Economische Zaken,ICT,Infra Solutions,4253.38,5175.46,Betaald,Aanbesteding,INV-2026-005517,Cloudhosting
TRX-006927,2026-08-26,Ministerie van Financiën,Reizen,Infra Solutions,1339.73,1236.23,Betaald,Raamovereenkomst,INV-2026-006927,Hotelkosten
TRX-004161,2026-10-25,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,Infra Solutions,11202.5,11583.62,Betaald,Enkelvoudig onderhands,INV-2026-004161,Materiaalinkoop
TRX-002279,2026-10-21,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,NA,2961.62,2721.72,Betaald,Meervoudig onderhands,INV-2026-002279,Strategisch advies
TRX-006807,2026-05-20,Ministerie van Economische Zaken,ICT,Nationale Services,12225.22,7335.13,Betaald,Meervoudig onderhands,INV-2026-006807,Applicatiebeheer
TRX-000284,2026-10-10,Ministerie van Economische Zaken,Personeel,SecureIT Nederland,1568.09,1615.21,Openstaand,Aanbesteding,INV-2026-000284,Personeelsadvies
TRX-004917,2026-04-02,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,Nationale Services,2504.38,2147.61,Betaald,Aanbesteding,INV-2026-004917,Personeelsadvies
TRX-000654,2026-12-20,Ministerie van Economische Zaken,ICT,SecureIT Nederland,5545.38,6160.43,Betaald,Raamovereenkomst,INV-2026-000654,Softwarelicenties
TRX-002506,2026-09-24,Ministerie van Financiën,Onderzoek,CloudWorks BV,2057,2411.01,Openstaand,Aanbesteding,INV-2026-002506,Dataonderzoek
TRX-004360,2026-02-17,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,Insight Partners,7521.94,8327.41,Betaald,Meervoudig onderhands,INV-2026-004360,Procesadvies
TRX-000116,2026-09-19,Ministerie van Infrastructuur en Waterstaat,ICT,Delta Consulting,2173.74,1648.99,Betaald,Meervoudig onderhands,INV-2026-000116,Applicatiebeheer
TRX-004122,2026-08-16,Ministerie van Financiën,Advies,Delta Consulting,6809.15,6263.84,Betaald,Enkelvoudig onderhands,INV-2026-004122,Organisatieadvies
TRX-000141,2026-06-01,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Onderzoek,Nationale Services,14994.14,13252.9,Betaald,Enkelvoudig onderhands,INV-2026-000141,Beleidsonderzoek
TRX-002937,2026-01-17,Ministerie van Financiën,Inkoop,Nationale Services,21789.68,16647.64,Betaald,Raamovereenkomst,INV-2026-002937,Kantoorartikelen
TRX-002128,2026-03-17,Ministerie van Financiën,Advies,Delta Consulting,19877.97,17820.63,Betaald,Aanbesteding,INV-2026-002128,Strategisch advies
TRX-005338,2026-11-03,Ministerie van Economische Zaken,ICT,Infra Solutions,2373.6,2520.29,Betaald,Raamovereenkomst,INV-2026-005338,Hardware en werkplekken
TRX-003784,2026-10-01,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Reizen,Publieke Diensten BV,14269.14,16733.29,Betaald,Raamovereenkomst,INV-2026-003784,Internationale reis
TRX-005284,2026-07-23,Ministerie van Financiën,Inkoop,Nationale Services,2125.1,2430.17,Betaald,Raamovereenkomst,INV-2026-005284,Kantoorartikelen
TRX-006595,geen datum,Ministerie van Sociale Zaken en Werkgelegenheid,Reizen,Insight Partners,2890.79,3106.63,Betaald,Enkelvoudig onderhands,INV-2026-006595,Treinkosten
TRX-000747,2026-07-14,Ministerie van Infrastructuur en Waterstaat,Huisvesting,SecureIT Nederland,3823.95,4380.23,Betaald,Raamovereenkomst,INV-2026-000747,Kantoorhuur
TRX-006265,2026-06-01,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,Insight Partners,2343.45,2800.73,Betaald,Enkelvoudig onderhands,INV-2026-006265,Cybersecuritydiensten
TRX-003074,2026-01-20,Ministerie van Sociale Zaken en Werkgelegenheid,Reizen,Insight Partners,4079.34,4824.86,Betaald,Meervoudig onderhands,INV-2026-003074,Internationale reis
TRX-007447,2026-02-18,ministerie van financiën,Advies,Insight Partners,6498.3,7339.32,Betaald,Meervoudig onderhands,INV-2026-007447,Organisatieadvies
TRX-005038,2026-09-24,Ministerie van Infrastructuur en Waterstaat,ICT,GovTech Nederland,7405.24,8682.44,Betaald,Aanbesteding,INV-2026-005038,Hardware en werkplekken
TRX-004953,2026-02-18,Ministerie van Financiën,ICT,DataSoft BV,11243.29,10956.36,Betaald,Enkelvoudig onderhands,INV-2026-004953,Cybersecuritydiensten
TRX-007223,2026-06-24,Ministerie van Infrastructuur en Waterstaat,Reizen,Insight Partners,3950.46,4137.33,Betaald,Enkelvoudig onderhands,INV-2026-007223,Dienstreis
TRX-002889,2026-11-17,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Inkoop,Insight Partners,2083.69,2392.21,Betaald,Raamovereenkomst,INV-2026-002889,Kantoorartikelen
TRX-003834,2026-10-22,Ministerie van Infrastructuur en Waterstaat,Personeel,SecureIT Nederland,2122.96,2405.74,Betaald,Enkelvoudig onderhands,INV-2026-003834,Opleiding en training
TRX-003405,2026-07-25,Ministerie van Financiën,Huisvesting,CloudWorks BV,505.3,508.45,Openstaand,Aanbesteding,INV-2026-003405,Facilitaire diensten
TRX-004911,2026-04-23,Ministerie van Financiën,Inkoop,Onderzoek & Advies BV,2627.24,3166.74,Betaald,Raamovereenkomst,INV-2026-004911,Algemene inkoop
TRX-007466,2026-04-17,Ministerie van Infrastructuur en Waterstaat,Advies,Infra Solutions,3603.57,3350.48,Betaald,Aanbesteding,INV-2026-007466,Strategisch advies
TRX-002112,2026-09-18,Ministerie van Infrastructuur en Waterstaat,Personeel,Insight Partners,5477.31,5784.87,Betaald,Raamovereenkomst,INV-2026-002112,Personeelsadvies
TRX-004027,2026-04-16,Ministerie van Infrastructuur en Waterstaat,Onderzoek,Onderzoek & Advies BV,2639,3958.5,Openstaand,Aanbesteding,INV-2026-004027,Beleidsonderzoek
TRX-005408,2026-11-19,Ministerie van Sociale Zaken en Werkgelegenheid,Reizen,CloudWorks BV,1611.5,1759.25,Betaald,Aanbesteding,INV-2026-005408,Hotelkosten
TRX-003956,2026-02-06,Ministerie van Sociale Zaken en Werkgelegenheid,Onderzoek,SecureIT Nederland,4488.52,4076.99,Betaald,Aanbesteding,INV-2026-003956,Beleidsonderzoek
TRX-007120,2026-07-16,Ministerie van Infrastructuur en Waterstaat,Advies,CloudWorks BV,16670.44,374052.31,Openstaand,Meervoudig onderhands,INV-2026-007120,Organisatieadvies
TRX-006832,2026-09-15,Ministerie van Economische Zaken,Personeel,DataSoft BV,1294.49,1266.46,Betaald,Meervoudig onderhands,INV-2026-006832,Tijdelijke ondersteuning
TRX-002503,2026-02-03,Ministerie van Economische zaken,Huisvesting,DataSoft BV,2117.85,2306.12,Betaald,Aanbesteding,INV-2026-002503,Onderhoud gebouw
TRX-001329,2026-11-01,Ministerie van Economische Zaken,Huisvesting,Nationale Services,8492.6,7195.55,Betaald,Enkelvoudig onderhands,INV-2026-001329,Kantoorhuur
TRX-005688,2026-01-15,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,Infra Solutions,9381.12,10284.44,Betaald,Enkelvoudig onderhands,INV-2026-005688,Algemene inkoop
TRX-003121,2026-06-13,Ministerie van Economische Zaken,Personeel,Infra Solutions,7297.75,5402.07,Betaald,Aanbesteding,INV-2026-003121,Opleiding en training
TRX-006230,2026-06-19,Ministerie van Infrastructuur en Waterstaat,Personeel,Onderzoek & Advies BV,584.93,595.24,Betaald,Raamovereenkomst,INV-2026-006230,Externe inhuur
TRX-001463,2026-10-03,Ministerie van Financiën,Personeel,Nationale Services,4843.75,4783.39,Betaald,Meervoudig onderhands,INV-2026-001463,Tijdelijke ondersteuning
TRX-000708,2026-06-15,Ministerie van Financiën,Huisvesting,Nationale Services,13605.64,15148.97,Betaald,Meervoudig onderhands,INV-2026-000708,Kantoorhuur
TRX-004759,2026-02-21,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Huisvesting,Infra Solutions,8076.89,7824.02,Betaald,Raamovereenkomst,INV-2026-004759,Facilitaire diensten
TRX-003977,2026-12-11,Ministerie van Infrastructuur en Waterstaat,Huisvesting,GovTech Nederland,2868.49,2928.89,Betaald,Aanbesteding,INV-2026-003977,Kantoorhuur
TRX-006446,2026-01-23,Ministerie van Economische Zaken,ICT,Publieke Diensten BV,5381.47,5369.6,Betaald,Raamovereenkomst,INV-2026-006446,Cybersecuritydiensten
TRX-007062,2026-02-04,Ministerie van Infrastructuur en Waterstaat,Advies,Infra Solutions,1486.86,1588.04,Betaald,Meervoudig onderhands,INV-2026-007062,Strategisch advies
TRX-002870,2026-01-26,Ministerie van Financiën,Advies,DataSoft BV,10734.84,10465.71,Betaald,Aanbesteding,INV-2026-002870,Strategisch advies
TRX-001866,2026-07-08,Ministerie van Economische Zaken,Inkoop,Nationale Services,2303.71,1911.43,Betaald,Enkelvoudig onderhands,INV-2026-001866,Kantoorartikelen
TRX-004697,2026-08-01,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,Publieke Diensten BV,4703.44,4507.62,Betaald,Aanbesteding,INV-2026-004697,Organisatieadvies
TRX-006537,2026-06-07,Ministerie van Financiën,Onderzoek,SecureIT Nederland,1631.33,1646.43,Betaald,Aanbesteding,INV-2026-006537,Beleidsonderzoek
TRX-000195,2026-01-12,Ministerie van Infrastructuur en Waterstaat,Personeel,Nationale Services,698.39,770.65,Betaald,Enkelvoudig onderhands,INV-2026-000195,Tijdelijke ondersteuning
TRX-001253,2026-07-21,Ministerie van Financiën,ICT,DataSoft BV,13473.81,12072.99,Betaald,Raamovereenkomst,INV-2026-001253,Applicatiebeheer
TRX-005026,2026-12-27,Ministerie van Sociale Zaken en Werkgelegenheid,Reizen,DataSoft BV,11028.59,11729.15,Betaald,Aanbesteding,INV-2026-005026,Treinkosten
TRX-005195,2026-04-21,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,GovTech Nederland,1736.71,1561.08,Betaald,Aanbesteding,INV-2026-005195,Softwarelicenties
TRX-001971,2026-07-12,Ministerie van Infrastructuur en Waterstaat,Reizen,Delta Consulting,1097.74,1163.68,Betaald,Aanbesteding,INV-2026-001971,Treinkosten
TRX-001493,2026-12-09,Ministerie van Infrastructuur en Waterstaat,Inkoop,DataSoft BV,5033.43,4558.37,Betaald,Raamovereenkomst,INV-2026-001493,Materiaalinkoop
TRX-002693,2026-09-01,Ministerie van Financiën,Personeel,Nationale Services,5097.31,4874.05,Betaald,Raamovereenkomst,INV-2026-002693,Externe inhuur
TRX-004148,2026-07-24,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,Publieke Diensten BV,1854.93,1551.05,Betaald,Aanbesteding,INV-2026-004148,Externe inhuur
TRX-006749,2026-05-20,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Insight Partners,8421.97,7750.23,Betaald,Enkelvoudig onderhands,INV-2026-006749,Hardware en werkplekken
TRX-000587,2026-09-25,Ministerie van Sociale Zaken en Werkgelegenheid,Onderzoek,CloudWorks BV,2883.13,2968.66,Openstaand,Raamovereenkomst,INV-2026-000587,Marktonderzoek
TRX-002799,2026-05-05,Ministerie van Financiën,ICT,Insight Partners,6010.61,144746.57,Betaald,Meervoudig onderhands,INV-2026-002799,Applicatiebeheer
TRX-000183,2026-03-02,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Inkoop,Delta Consulting,4546.83,4847.7,Openstaand,Meervoudig onderhands,INV-2026-000183,Materiaalinkoop
TRX-004400,2026-10-25,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,Infra Solutions,6076.21,6091.39,Betaald,Aanbesteding,INV-2026-004400,Onderhoud gebouw
TRX-001145,2026-08-04,Ministerie van Economische Zaken,Onderzoek,Infra Solutions,10597.87,11039.58,Openstaand,Aanbesteding,INV-2026-001145,Beleidsonderzoek
TRX-002972,2026-06-12,Ministerie van Infrastructuur en Waterstaat,Personeel,Publieke Diensten BV,52265.28,42951.73,Betaald,Aanbesteding,INV-2026-002972,Externe inhuur
TRX-003440,2026-09-14,Ministerie van Infrastructuur en Waterstaat,Personeel,CloudWorks BV,2199.45,2713.9,Betaald,Enkelvoudig onderhands,INV-2026-003440,Externe inhuur
TRX-000754,2026-06-13,Ministerie van Economische Zaken,Inkoop,Infra Solutions,8211.45,8820.69,Betaald,Aanbesteding,INV-2026-000754,Algemene inkoop
TRX-006631,2026-06-09,Ministerie van Infrastructuur en Waterstaat,Advies,Publieke Diensten BV,7044.71,8709.47,Betaald,Enkelvoudig onderhands,INV-2026-006631,Organisatieadvies
TRX-004761,2026-08-03,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,GovTech Nederland,3646.61,3276.66,Betaald,Aanbesteding,INV-2026-004761,Onderhoud gebouw
TRX-004975,2026-03-18,Ministerie van Economische Zaken,ICT,Insight Partners,2094.13,2471.58,Betaald,Enkelvoudig onderhands,INV-2026-004975,Applicatiebeheer
TRX-000221,2026-05-30,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Onderzoek,NA,4671.94,5021.84,Betaald,Aanbesteding,INV-2026-000221,Evaluatieonderzoek
TRX-003283,2026-08-02,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Publieke Diensten BV,14672.93,11194.12,Openstaand,Raamovereenkomst,INV-2026-003283,Softwarelicenties
TRX-002739,,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,Insight Partners,12286.54,13171.78,Betaald,Enkelvoudig onderhands,INV-2026-004139,Procesadvies
TRX-006624,2026-08-06,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,Infra Solutions,3902.12,3161.77,Betaald,Aanbesteding,INV-2026-006624,Kantoorartikelen
TRX-001559,2026-12-31,Ministerie van Infrastructuur en Waterstaat,Personeel,Insight Partners,6506.2,5478.23,Openstaand,Enkelvoudig onderhands,INV-2026-001559,Personeelsadvies
TRX-003030,2026-03-28,Ministerie van Financiën,ICT,DataSoft BV,4677.95,5273.69,Betaald,Enkelvoudig onderhands,INV-2026-003030,Applicatiebeheer
TRX-006371,2026-04-03,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,Infra Solutions,5082.76,5272.54,Betaald,Raamovereenkomst,INV-2026-006371,Externe inhuur
TRX-006661,2026-03-25,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,DataSoft BV,9821.75,9296.71,Betaald,Enkelvoudig onderhands,INV-2026-006661,Tijdelijke ondersteuning
TRX-006611,2026-09-10,Ministerie van Sociale Zaken en Werkgelegenheid,Onderzoek,GovTech Nederland,4046.33,4197.84,Betaald,Raamovereenkomst,INV-2026-006611,Dataonderzoek
TRX-000417,2026-03-21,Ministerie van Economische Zaken,ICT,Infra Solutions,12380.55,12130.4,Betaald,Enkelvoudig onderhands,INV-2026-000417,Softwarelicenties
TRX-005362,2026-02-13,Ministerie van Financiën,Inkoop,DataSoft BV,4805.14,4608.43,Betaald,Aanbesteding,INV-2026-005362,Algemene inkoop
TRX-006213,2026-01-07,Ministerie van Infrastructuur en Waterstaat,Personeel,CloudWorks BV,4628.11,4721.08,Betaald,Aanbesteding,INV-2026-006213,Personeelsadvies
TRX-007344,2026-11-27,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,Delta Consulting,3322.3,2915.67,Betaald,Meervoudig onderhands,INV-2026-007344,Personeelsadvies
TRX-002189,2026-10-19,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Publieke Diensten BV,1605.23,2019.88,Betaald,Meervoudig onderhands,INV-2026-002189,Hardware en werkplekken
TRX-000643,2026-03-06,Ministerie van Infrastructuur en Waterstaat,Inkoop,DataSoft BV,5059.57,5634.96,Openstaand,Meervoudig onderhands,INV-2026-000643,Materiaalinkoop
TRX-000330,2026-05-30,Ministerie van Financiën,Huisvesting,CloudWorks BV,4959.26,5137.23,Betaald,Aanbesteding,INV-2026-000330,Onderhoud gebouw
TRX-005262,2026-01-22,Ministerie van Infrastructuur en Waterstaat,Inkoop,SecureIT Nederland,6700.27,7088.99,Betaald,Aanbesteding,INV-2026-005262,Algemene inkoop
TRX-002736,2026-08-03,Ministerie van Infrastructuur en Waterstaat,Advies,DataSoft BV,2426.63,2509.55,Betaald,Raamovereenkomst,INV-2026-002736,Juridisch advies
